8 0.76572693823093 0.00012148585872
12 0.92393264685907 0.00037535877219
16 1.08448826255388 0.00042742837854
20 1.23120965236421 0.00059710813849
24 1.36630335404314 0.00084788065934
28 1.49440067866510 0.00128714507483
32 1.60637189293374 0.00156755020371
40 1.82044266149455 0.00235223770534
44 1.92343319407587 0.00339770962756
48 2.01965061666169 0.00306531560638
52 2.11904188428343 0.00373999154444
56 2.21699110007421 0.00381801446832
60 2.31031164361821 0.00518679863038
64 2.41157249331764 0.00577889595220
72 2.60553564251950 0.00711623992763
80 2.78202385577151 0.01062088216565
88 2.99930105138446 0.01254111402071
96 3.15480547275001 0.01482703303517
104 3.35952828676091 0.01772104313805
112 3.53540497134600 0.02293446019901
120 3.73793334383663 0.03675349755399
128 3.93923019991053 0.02260577403479
192 5.41389488344430 0.03557744985630
256 7.16987062571570 0.08733127652126
