     2      0.523943570287      0.000515027109      0.687304746623      0.000151943482      0.913716481861      0.020958439744
     3      0.576736009094      0.000388825228      0.665719631272      0.000174515645      0.662841321160      0.004794739553
     4      0.600028969583      0.000530509610      0.652493082744      0.000308479728      0.569265277502      0.006594941094
     5      0.616136591476      0.000585825074      0.641072786494      0.000416801928      0.537906829268      0.012368373098
     6      0.629500855119      0.000451208106      0.629884114763      0.000395828603      0.502122586637      0.010455371356
     7      0.636004780774      0.000543178031      0.623239140257      0.000560342193      0.500040373596      0.014452096641
     8      0.640996736539      0.000533995060      0.617507219396      0.000591352793      0.514758755784      0.022252072410
     9      0.643962099233      0.000543395726      0.613715303437      0.000675348446      0.496409328039      0.015544560377
    10      0.646111466345      0.000612738484      0.610853185002      0.000800093838      0.497504769293      0.022102608127
    11      0.648275028917      0.000542403423      0.607630008878      0.000738018985      0.455372687937      0.013919852484
    12      0.650265629972      0.000497701266      0.605026037510      0.000725547900      0.490180212404      0.013252422676
    14      0.651165498422      0.000529611213      0.603342657994      0.000844567782      0.466152596702      0.013539260033
    16      0.653498460882      0.000496986097      0.599481980822      0.000860133517      0.486847567885      0.016487160853
    18      0.653773710823      0.000505751082      0.598608352715      0.000925360391      0.489411555049      0.017619191600
    20      0.654663026838      0.000546277095      0.596978991127      0.001034381211      0.507363950082      0.020270598083
    22      0.655375083389      0.000644533588      0.595304105443      0.001301169768      0.472606707395      0.022914151806
    24      0.654722830310      0.000625505613      0.596763214082      0.001296451574      0.465770268415      0.020822118916
    28      0.656069270237      0.000632282231      0.593504379506      0.001412375208      0.470794830174      0.026412313479
    32      0.654323380603      0.000721830168      0.597807329521      0.001735245954      0.456550243959      0.023840448761
    48      0.653529047043      0.000823925107      0.599863488035      0.002355545239      0.429256075889      0.027555320174
    64      0.653827859689      0.000863305327      0.599263913116      0.002810463775      0.445982046941      0.029016436088
    96      0.652946633569      0.000907406986      0.601868920435      0.003468110111      0.461851279250      0.034179017731
   128      0.650943083121      0.001118347756      0.610378143883      0.004586726362      0.426051005282      0.051627710822
