4.00 0.7488452451 0.0003813094 0.0773684126 0.0000989945
6.00 0.6728722471 0.0003180887 0.0351319189 0.0000268719
8.00 0.6357278355 0.0002740635 0.0199893646 0.0000134849
10.00 0.6127293514 0.0002689647 0.0128605448 0.0000106557
12.00 0.5981946579 0.0002605562 0.0089501417 0.0000073785
14.00 0.5882750656 0.0002429992 0.0065799292 0.0000045089
16.00 0.5800763356 0.0003101728 0.0050467209 0.0000041286
18.00 0.5739945405 0.0002704117 0.0039910316 0.0000027724
20.00 0.5690007224 0.0002311926 0.0032303383 0.0000021894
22.00 0.5651814794 0.0002706427 0.0026722460 0.0000019377
24.00 0.5620309954 0.0002348995 0.0022449960 0.0000017162
26.00 0.5591550370 0.0002596515 0.0019142709 0.0000011673
28.00 0.5569992946 0.0002580923 0.0016514565 0.0000010893
30.00 0.5551209603 0.0002516822 0.0014367211 0.0000010165
32.00 0.5527597800 0.0002055772 0.0012626872 0.0000009057
36.00 0.5499866696 0.0002540924 0.0009983360 0.0000006412
40.00 0.5479838677 0.0002626408 0.0008085038 0.0000005419
48.00 0.5447272422 0.0002074979 0.0005614151 0.0000002774
