-1.4941406250 0.0000000000
-1.4648437500 0.0000000000
-1.4355468750 0.0000000000
-1.4062500000 0.0000000000
-1.3769531250 0.0000000000
-1.3476562500 0.0000000000
-1.3183593750 0.0000000000
-1.2890625000 0.0000000000
-1.2597656250 0.0000000000
-1.2304687500 0.0000000000
-1.2011718750 0.0000000000
-1.1718750000 0.0000000000
-1.1425781250 0.0000000000
-1.1132812500 0.0000000000
-1.0839843750 0.0000000000
-1.0546875000 0.0000000000
-1.0253906250 0.0000000000
-0.9960937500 0.0000000000
-0.9667968750 0.0000000000
-0.9375000000 0.0000000000
-0.9082031250 0.0000000000
-0.8789062500 0.0000000000
-0.8496093750 0.0000000000
-0.8203125000 0.0000000000
-0.7910156250 0.0000000000
-0.7617187500 0.0000000000
-0.7324218750 0.0000000000
-0.7031250000 0.0000000000
-0.6738281250 0.0000000000
-0.6445312500 0.0000042667
-0.6152343750 0.0000042667
-0.5859375000 0.0000085333
-0.5566406250 0.0000341333
-0.5273437500 0.0001450667
-0.4980468750 0.0003712000
-0.4687500000 0.0007978667
-0.4394531250 0.0018773333
-0.4101562500 0.0045525333
-0.3808593750 0.0093098667
-0.3515625000 0.0189226667
-0.3222656250 0.0367360000
-0.2929687500 0.0683605333
-0.2636718750 0.1195690667
-0.2343750000 0.1901525333
-0.2050781250 0.2956586667
-0.1757812500 0.4301312000
-0.1464843750 0.5955498667
-0.1171875000 0.7789568000
-0.0878906250 0.9625301333
-0.0585937500 1.1246421333
-0.0292968750 1.2361344000
0.0292968750 1.2361344000
0.0585937500 1.1246421333
0.0878906250 0.9625301333
0.1171875000 0.7789568000
0.1464843750 0.5955498667
0.1757812500 0.4301312000
0.2050781250 0.2956586667
0.2343750000 0.1901525333
0.2636718750 0.1195690667
0.2929687500 0.0683605333
0.3222656250 0.0367360000
0.3515625000 0.0189226667
0.3808593750 0.0093098667
0.4101562500 0.0045525333
0.4394531250 0.0018773333
0.4687500000 0.0007978667
0.4980468750 0.0003712000
0.5273437500 0.0001450667
0.5566406250 0.0000341333
0.5859375000 0.0000085333
0.6152343750 0.0000042667
0.6445312500 0.0000042667
0.6738281250 0.0000000000
0.7031250000 0.0000000000
0.7324218750 0.0000000000
0.7617187500 0.0000000000
0.7910156250 0.0000000000
0.8203125000 0.0000000000
0.8496093750 0.0000000000
0.8789062500 0.0000000000
0.9082031250 0.0000000000
0.9375000000 0.0000000000
0.9667968750 0.0000000000
0.9960937500 0.0000000000
1.0253906250 0.0000000000
1.0546875000 0.0000000000
1.0839843750 0.0000000000
1.1132812500 0.0000000000
1.1425781250 0.0000000000
1.1718750000 0.0000000000
1.2011718750 0.0000000000
1.2304687500 0.0000000000
1.2597656250 0.0000000000
1.2890625000 0.0000000000
1.3183593750 0.0000000000
1.3476562500 0.0000000000
1.3769531250 0.0000000000
1.4062500000 0.0000000000
1.4355468750 0.0000000000
1.4648437500 0.0000000000
1.4941406250 0.0000000000
