4 0.7599927232 0.0001821370 0.0647639078 0.0000442138
6 0.6841823049 0.0001965075 0.0295811940 0.0000155710
8 0.6460659227 0.0001690741 0.0168527600 0.0000076216
10 0.6237591692 0.0001567466 0.0108404570 0.0000044874
12 0.6086745661 0.0001598883 0.0075467075 0.0000035281
14 0.5979206351 0.0001427411 0.0055508951 0.0000025360
16 0.5897514745 0.0001486679 0.0042559475 0.0000017931
18 0.5839014479 0.0001367245 0.0033642390 0.0000013860
20 0.5786192273 0.0001435338 0.0027249641 0.0000010332
24 0.5714974234 0.0001367817 0.0018935333 0.0000007181
26 0.5689961455 0.0001276618 0.0016138303 0.0000006185
28 0.5663898332 0.0001417704 0.0013917579 0.0000005585
30 0.5643420107 0.0001356340 0.0012113143 0.0000004496
32 0.5624416118 0.0001308015 0.0010647335 0.0000004114
36 0.5593822199 0.0001412431 0.0008418224 0.0000003215
40 0.5571991607 0.0001374350 0.0006816943 0.0000002612
