4 0.7600599514 0.0002151040 0.0651377219 0.0000474904
6 0.6842500880 0.0001658375 0.0297176135 0.0000155051
8 0.6457675613 0.0001718528 0.0169278732 0.0000080728
10 0.6229097449 0.0001463728 0.0108983003 0.0000047527
12 0.6075970567 0.0001515191 0.0075862628 0.0000033607
14 0.5971278234 0.0001421037 0.0055778133 0.0000022823
16 0.5891137785 0.0001264368 0.0042745663 0.0000017468
18 0.5827910848 0.0001590817 0.0033780714 0.0000013039
20 0.5782800413 0.0001341374 0.0027370556 0.0000010407
24 0.5707396637 0.0001558537 0.0019028279 0.0000007957
26 0.5678900739 0.0001347280 0.0016207369 0.0000006156
28 0.5657011285 0.0001385199 0.0013980216 0.0000005276
30 0.5636399411 0.0001222657 0.0012180375 0.0000004802
32 0.5619263194 0.0001230533 0.0010705127 0.0000004163
36 0.5587889032 0.0001396849 0.0008459734 0.0000003079
40 0.5564443990 0.0001262902 0.0006852148 0.0000002339
